#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-3574.4407,75,235.980079
-1719.9219,9,236.013679
-7021.4126,105,236.04742
-4745.0044,48,236.097816
-3627.3887,42,236.114816
-1879.998,11,236.131719
-6114.4727,76,236.232285
-4511.199,50,236.282311
-1442.4601,12,236.332637
-3559.916,32,236.366241
-1979.1672,44,236.383398
-12446.831,401,236.48332
-2237.2212,60,236.633781
-4702.6953,139,236.651016
-6496.0156,316,236.786186
2063.6707,401,236.854548
-5345.253,58,236.958492
-3133.4407,59,237.009422
-4258.579,41,237.0601
-3770.2612,45,237.144503
-3855.5898,130,237.144555
-2263.481,49,237.16088
-7239.953,78,237.176333
-4944.744,73,237.324011
-2264.6948,16,237.32407
-1879.9985,11,237.341272
-1841.3848,54,237.391891
-1024.8597,401,237.391939
-2754.0466,88,237.408913
-5381.3535,72,237.442406
-2266.7976,71,237.476344
-1711.0059,9,237.493255
-2755.5862,31,237.528955
-3114.386,86,237.562268
-1879.083,11,237.578578
2377.0864,401,237.595787
-3181.5486,46,237.627356
-6500.9893,401,237.6274
-1798.1388,10,237.659312
-5390.8813,55,237.709244
-2839.94,23,237.791673
-6759.851,72,237.857604
-933.7555,17,237.907243
-3478.9805,31,237.989405
-3767.0967,54,238.039031
-4085.4302,58,238.103827
-3451.078,34,238.135973
-5796.388,60,238.169323
-4599.992,45,238.186287
-4014.6946,51,238.236046
-4282.355,42,238.286206
-4199.9097,40,238.319345
896.8169,401,238.417865
-2845.3674,68,238.450988
-1518.6458,10,238.5818
-2759.9712,22,238.598834
-3319.5078,29,238.665749
-4139.142,42,238.682354
-2909.1226,25,238.698977
-4202.502,48,238.965058
4732.26,401,239.017426
-3565.1074,37,239.069132
-2686.9517,48,239.121224
1238.5182,401,239.256993
-713.94507,401,239.291667
-3041.889,43,239.3963
-2065.1262,32,239.567883
-4021.4353,88,239.584322
-2999.4624,25,239.724447
-2743.2246,51,240.006021
-5927.8633,90,240.24938
-8401.561,401,240.284544
-1440.0199,17,240.302281
-5551.1562,57,240.388906
-11341.989,401,240.423403
-2493.292,68,240.440809
-1812.3716,11,240.575496
-3675.6338,60,240.628464
-5850.0874,181,240.628525
-2679.9272,21,240.799602
-3958.8403,37,240.884974
927.3867,401,240.885028
-2135.3506,79,240.936486
2196.799,401,240.9539
-3462.2434,116,241.073476
-1277.3678,11,241.124462
-1426.297,16,241.158544
-3479.8848,31,241.158592
-1720.6138,320,241.243741
-5073.374,52,241.311521
-11772.486,225,241.448251
-2646.9136,33,241.448308
-2822.8193,23,241.55046
-2789.226,31,241.601588
2098.645,401,241.634091
-3194.6729,64,241.721305
-3951.3809,58,241.78847
-1824.4274,49,242.082467
-2613.9387,70,242.326443
-3028.5596,81,242.344235
-8972.1,401,242.465875
-4430.1035,53,242.517339
-3123.4268,61,242.603719
-5220.7134,59,242.653885
-3261.9158,29,242.816633
-3178.847,401,242.850452
-10345.573,380,243.087681
-10755.528,267,243.174062
-2643.3027,51,243.208163
-4674.1313,49,243.426887
-2280.8623,51,243.50746
-1919.9348,60,243.524424
-2572.4348,49,243.638572
-17598.99,340,243.638631
-7888.3657,328,243.721632
800.2503,401,243.7549
-1877.5679,37,243.821393
-4977.5957,58,243.821442
-4364.621,50,243.921141
-2075.374,33,243.971454
-3239.9888,28,243.971502
-1484.1898,15,244.005096
-1645.4824,51,244.021821
913.3824,401,244.121506
-2039.9614,13,244.138404
-2678.6328,21,244.172193
-1859.0249,11,244.189264
-1949.2797,13,244.239112
3787.0627,401,244.322716
-4198.888,137,244.389375
-1831.8542,14,244.472379
2634.2986,401,244.505471
-3044.0586,26,244.554138
-3273.683,401,244.588445
-2357.6812,28,244.604953
-3383.6929,38,244.604998
-1532.864,401,244.706216
-2108.8408,14,244.825063
-5323.8677,401,244.841418
-2567.518,78,244.94301
-3247.7183,191,245.010121
-3387.3032,50,245.01018
-1720.1366,38,245.19775
-2594.781,45,245.372142
425.11063,401,245.407094
-4839.9087,48,245.424687
-819.1522,401,245.510799
-2872.2349,31,245.548497
-3257.8586,42,245.548561
-5057.6094,64,245.565883
-2035.6516,67,245.650846
-2142.393,55,245.650898
-4919.839,49,245.684978
-6386.05,401,245.804634
-3089.5107,46,245.804688
-1435.9536,15,245.822012
-2839.9993,23,246.044295
-3075.0708,54,246.128318
-5300.6465,138,246.163027
-2913.438,24,246.219123
-3719.4712,34,246.238747
-4279.9893,41,246.258211
-5736.8755,60,246.557975
-4316.916,69,246.575553
1444.8025,401,246.575592
-14538.907,173,246.592844
-4599.9663,45,246.592882
-2479.1106,74,246.828476
-4162.1924,87,246.909275
-6276.983,322,246.925954
-4531.207,49,247.011259
-15847.449,194,247.028235
-2877.441,95,247.061809
-4881.4355,55,247.078675
-2069.2634,401,247.112309
-11313.006,401,247.129293
-2673.8828,21,247.179766
-5699.0,64,247.312076
-6789.919,401,247.397347
-4455.0757,51,247.430508
-6679.672,71,247.448193
-2920.0,24,247.482577
-2693.2769,85,247.49962
-2740.949,65,247.654756
-1031.9635,14,247.671972
-2918.481,24,247.723143
-4519.846,44,247.757507
-6344.5664,312,247.757554
-2442.693,19,247.774839
-1386.3632,50,247.774877
-2596.984,73,247.826336
-1854.9811,217,247.893276
-3221.771,80,247.925617
-5079.875,51,247.977041
151.54874,401,247.977089
-1103.2153,11,248.011361
-4190.8696,40,248.080106
-732.2904,401,248.131491
-1973.1696,401,248.26775
-3879.9907,36,248.267803
-2750.9175,22,248.451251
-10169.177,401,248.538573
-4441.923,45,248.538639
-2290.1848,47,248.55607
-2008.2974,48,248.573617
-3075.0708,26,248.710079
-1616.3259,15,248.710133
-1372.7373,13,248.796133
-2896.812,55,248.915262
-3426.4316,72,248.95101
-2934.6272,62,248.98715
-1997.3215,126,249.057708
-4614.283,88,249.179497
-5559.994,57,249.248597
-3559.918,32,249.265221
-4919.082,49,249.382574
-4022.3992,46,249.498927
-960.4473,49,249.632229
-14689.457,207,249.782876
-1795.2563,156,249.833584
-4547.562,55,249.850902
-3795.8467,113,249.932245
-4495.3135,53,250.06784
-10452.2295,181,250.101769
-4491.632,70,250.13509
-3572.0269,65,250.151794
-2399.147,58,250.236671
-12379.502,146,250.253895
-7066.183,77,250.285402
-5288.04,401,250.337193
-1959.9991,12,250.337244
-6437.4883,68,250.388275
-4829.128,48,250.587579
-2999.5034,25,250.65469
-4458.7373,53,250.721233
-4454.1094,66,250.738257
-558.4923,401,250.789254
-3399.9282,30,250.789304
-5442.9473,56,250.873107
-1824.031,48,250.905008
-1286.1842,51,250.921269
-3827.7979,37,250.955271
-2199.9966,15,251.039928
-2126.373,23,251.039982
-356.82727,401,251.141848
1377.935,401,251.206866
-4452.8623,102,251.206924
-4732.6133,49,251.206937
-5319.368,54,251.240561
-6600.0,70,251.323785
-4236.275,41,251.472953
-2949.1792,34,251.473016
-2118.2397,14,251.557566
-7258.3584,86,251.685591
-2419.3472,59,251.701648
-1995.2012,14,251.701694
2067.4707,401,251.749049
-2920.0,24,251.862247
-11081.212,131,252.026126
-4066.892,58,252.157163
-3703.213,34,252.255327
-3392.2485,106,252.338357
-5814.0156,73,252.405651
-4439.9526,43,252.40571
-1299.5167,401,252.456883
-4578.629,97,252.47324
-686.6231,401,252.589973
-2876.7178,26,252.590039
-4873.8906,98,252.654539
-4409.528,55,252.654597
-5115.6313,106,252.704741
-3156.0034,71,252.722101
-4425.2383,111,253.038663
-3262.6245,51,253.106952
-3716.2705,34,253.1584
-5751.6523,79,253.175536
-3479.8374,31,253.175577
-577.12396,401,253.325911
-2176.4644,58,253.376072
-2717.895,59,253.393235
-2328.5312,21,253.393277
-5700.8213,59,253.444044
-2291.3223,43,253.444093
-2517.2007,19,253.494073
-2839.4307,23,253.542138
-3464.9546,51,253.559027
-2956.3823,60,253.592591
-2718.7637,115,253.592638
-2593.9614,32,253.640572
-9638.045,161,253.70389
-2758.6013,401,253.785326
-5142.438,69,253.801023
-3145.936,27,253.834466
-4310.925,401,253.851344
-2016.911,25,253.851386
-3559.4846,32,253.901287
-1879.8588,11,253.982841
-4043.6514,43,254.031227
-4400.148,102,254.031281
-2359.9722,17,254.064599
-3546.7239,33,254.098079
-4599.2344,45,254.131557
1613.0078,401,254.196124
-4124.2407,43,254.196174
-7379.9717,401,254.212306
-1527.6105,27,254.278808
-2996.3638,26,254.27886
-2919.9998,24,254.378009
-2758.9321,22,254.394873
-2599.999,20,254.394918
-3719.9424,34,254.461279
-2359.9448,17,254.494557
-1132.8408,9,254.545667
-6926.0103,401,254.595727
-4465.426,47,254.62914
-5329.224,88,254.629186
-2149.9468,58,254.662175
-2290.2756,401,254.67763
-3163.8838,29,254.677674
-8043.2007,401,254.821991
-2802.3472,28,254.85557
-2726.6335,84,254.919519
-1867.7449,28,254.998553
-3315.9382,31,255.097658
-5079.6245,51,255.11435
-4114.2695,39,255.131261
-4518.1196,44,255.181456
-4762.893,50,255.198395
-3559.9702,32,255.198435
-55.761364,401,255.215018
-8657.445,401,255.232036
-3912.7734,38,255.248881
-2015.0505,27,255.297717
-1202.8188,8,255.312952
-3153.448,82,255.380668
-2039.9011,13,255.414359
-2038.7522,13,255.414406
-3319.9998,29,255.481153
-4439.985,43,255.53196
-1136.2594,20,255.562927
-1149.3838,30,255.628493
-5794.7285,60,255.660938
-2391.7002,46,255.677694
-2340.0112,17,255.694734
-2179.9092,70,255.777227
-3079.9956,26,255.808913
-1572.002,38,255.843065
-1473.9111,233,255.877354
-8177.579,401,256.028963
-3117.129,88,256.113084
-2123.525,15,256.130504
-1098.5951,23,256.232315
-5074.8936,51,256.266688
-1842.3481,49,256.300996
-6680.0,71,256.301041
-3935.1953,37,256.318427
-1466.7853,32,256.318466
-3462.442,81,256.457218
-6097.6562,70,256.491652
-2246.434,49,256.491698
-2599.9978,20,256.57916
-2198.5898,56,256.62968
-3669.9722,65,256.629732
-7639.9995,83,256.647161
-2542.792,36,256.728556
-1415.8665,43,256.860959
-4107.6167,39,256.96269
-5594.3633,58,257.009291
-1592.0996,47,257.094177
-4999.9775,50,257.111102
-3559.3086,32,257.162435
-2680.413,37,257.247034
-1828.693,35,257.314644
-1170.9673,401,257.399421
-3327.8816,32,257.399474
-2753.1685,56,257.433366
-2599.9932,20,257.501146
-2974.2212,401,257.586887
-2373.0774,42,257.668883
-1485.5146,24,257.71711
-3866.903,37,257.734584
-2470.7136,72,257.784467
3998.548,401,257.800014
-5291.26,70,257.817083
-4426.048,44,257.834313
-2807.873,86,257.902788
4276.2686,401,257.90284
-1959.7085,12,257.919873
-1248.0393,99,257.98601
-966.5341,107,258.121456
-2244.0664,46,258.172766
-2719.1016,57,258.20655
-2999.9917,25,258.257008
-2408.3123,40,258.257054
-2839.9993,23,258.307736
-2242.0332,38,258.307785
-8904.855,159,258.307797
-3326.8093,60,258.442296
-2380.4343,57,258.459297
-4439.963,43,258.509336
-3990.667,38,258.540611
-2251.014,49,258.624085
-2311.4573,27,258.624144
-3234.4504,30,258.797252
-3076.6355,26,258.830595
-1764.4543,23,258.980756
-2068.9824,54,258.980818
-1576.499,23,259.014119
-3513.2302,388,259.031142
-2752.2368,72,259.116537
-5124.2583,77,259.116591
-2040.3561,25,259.133932
-2178.143,60,259.218529
-2735.6106,52,259.269371
-5544.352,59,259.3368
-3615.5771,61,259.420884
-5481.547,116,259.437903
-3382.5713,31,259.505235
-2916.1062,50,259.561683
-2717.4814,33,259.579981
-1533.1204,49,259.631713
-4839.801,48,259.647608
-2483.8486,79,259.681984
-7550.8115,240,259.699117
-3526.9595,32,259.816761
-4439.956,43,259.85024
-2988.694,52,259.917086
-2428.9365,18,259.950616
-3147.399,27,259.967468
-904.56726,18,259.984328
-4199.993,40,260.018152
-1879.9238,11,260.034863
-8480.966,344,260.051898
-3136.749,43,260.152246
-2645.942,35,260.169113
-3789.933,44,260.185941
-1619.2683,9,260.20288
1978.1594,401,260.236238
-3021.488,68,260.269733
-2839.7214,23,260.369176
-1899.5958,401,260.386425
-4326.1616,401,260.386465
-2169.7324,50,260.40338
-2039.9994,13,260.420151
-212.62267,401,260.43711
-3239.9893,28,260.437152
-1677.8284,51,260.486926
-1604.9722,10,260.551508
-1930.8873,38,260.58607
-2735.6338,51,260.667593
-4170.3994,40,260.701131
-3239.9995,28,260.701181
-3159.9998,27,260.717914
-4997.635,50,260.750883
-2582.305,20,260.76753
-4359.953,42,260.86625
-3589.1807,100,260.899441
1517.6605,401,260.899488
-7489.0566,401,260.930595
-3710.058,175,260.930641
-4427.384,49,260.99616
-1590.3253,30,261.046726
-4006.6848,42,261.080549
2397.5693,401,261.080593
-1920.9148,48,261.228918
-3319.6885,29,261.228977
-2488.249,39,261.22899
-2993.9077,25,261.341503
-4195.0303,40,261.358499
-3341.419,58,261.35854
-4207.9375,42,261.358552
-4488.0645,61,261.375442
-2394.3618,43,261.408639
-3663.283,41,261.441709
-8028.85,88,261.47475
-2822.2312,34,261.491399
-2539.0295,29,261.559894
-3610.436,33,261.59394
-2636.287,24,261.625353
-2638.574,48,261.655971
-2243.936,18,261.67192
-1719.6893,275,261.705803
-2118.7803,14,261.705853
-2679.9927,21,261.705866
-5195.172,75,261.722746
-2168.3848,15,261.739637
-2679.9907,21,261.756594
-2539.826,57,261.840068
-2595.7817,45,261.973317
-2664.4128,401,262.10718
-3250.6562,30,262.124425
-2052.1738,55,262.141371
-1639.3887,13,262.324952
-1650.3535,39,262.358812
-4270.9033,41,262.392567
-2413.5107,43,262.392612
-2789.8423,66,262.442854
-5141.7563,52,262.459777
-1127.5922,69,262.510412
-3886.4272,92,262.527005
-1626.7375,53,262.545098
-2672.4053,61,262.579231
-2686.2642,49,262.579276
-475.5024,401,262.629132
-2952.4954,57,262.680932
-1898.4097,225,262.74763
-6039.9863,63,262.763716
-2271.271,16,262.8464
-2125.3687,16,262.846455
-3559.9985,32,262.930012
-1458.1056,33,262.947175
-3210.4727,28,262.980676
-3079.941,26,263.064009
-2476.456,46,263.098172
-7432.873,389,263.098221
-3959.8914,37,263.16256
-4839.982,48,263.162607
-4438.1787,43,263.162619
-5359.713,66,263.245193
-1382.0817,34,263.310726
-4648.436,55,263.372756
-3397.682,30,263.436443
-2079.1465,37,263.453403
-2177.2751,42,263.453446
-2992.4194,25,263.503203
-4996.758,50,263.503247
-2766.642,29,263.534441
-2161.5193,27,263.600822
-7249.345,139,263.664256
-1286.7363,33,263.697921
-2937.2031,25,263.713794
-2232.9036,49,263.729104
-2997.7285,25,263.778983
-2839.9478,23,264.035562
-3958.9053,37,264.102422
-3298.5664,62,264.102475
-3475.8257,39,264.134295
-2919.9895,24,264.167093
-2773.8335,39,264.231381
-3637.5896,33,264.231431
-3066.746,49,264.248529
-3639.9546,33,264.265525
-1921.1539,51,264.265565
-2839.9922,23,264.475626
-2999.2495,25,264.509055
-4851.9814,52,264.55593
-1141.4589,24,264.621379
-1671.6311,154,264.655742
-4999.6777,50,264.849136
-4119.999,39,264.899042
-2604.5747,104,264.931775
-4236.6772,50,264.980299
-310.58612,401,265.177051
-6836.74,401,265.193794
-4411.324,47,265.326463
-2999.6833,25,265.393011
-3243.4917,70,265.393062
-2608.5588,51,265.459324
-4040.2559,49,265.704822
-1909.3575,401,265.769879
-3948.849,37,265.786995
-2975.2761,57,265.867654
-3559.9998,32,265.917692
-1800.0,10,266.085643
-3769.9995,262,266.153402
-4498.9897,44,266.18729
-1420.492,21,266.221151
-4236.369,95,266.221194
-3305.0903,51,266.238032
-3122.7837,65,266.271358
-3360.136,30,266.288343
3780.8372,401,266.321596
-3949.302,44,266.438398
-7579.1626,103,266.554138
-3317.676,30,266.686996
2497.253,401,266.770122
-5183.737,64,266.836536
-3021.2742,46,266.853422
-2038.656,13,266.903412
-3579.1147,40,266.953423
-4758.88,47,267.020257
-6773.2173,401,267.037249
-3488.5088,52,267.087568
-3933.935,39,267.087617
-6482.5513,111,267.171314
5683.8203,401,267.337436
-1578.9827,35,267.354364
-3260.7441,29,267.43804
953.3426,401,267.521293
-1023.28485,12,267.536519
-2998.1401,25,267.585972
-2241.585,401,267.703749
-2775.5342,50,267.737341
-2230.8772,58,268.000268
2571.6726,401,268.066899
-2736.6538,70,268.250256
-2721.4507,72,268.284083
-2693.8787,401,268.367468
-5314.966,57,268.384383
-1863.6785,401,268.600744
-27.924622,351,268.634831
-2439.918,18,268.685775
-2645.0623,74,268.753308
-3508.9666,46,268.770214
-2900.227,115,268.770259
-6818.5464,75,268.787091
-1719.9849,9,268.919873
-5238.891,114,268.91993
-1386.4562,51,268.919944
-4748.8623,47,269.036155
-1959.9995,12,269.119463
-4652.6123,46,269.136303
-639.61926,401,269.153093
-3239.7441,28,269.153133
-3479.9973,31,269.282623
-1534.7058,39,269.43136
-3479.9727,31,269.431416
-1869.7229,112,269.44825
-2451.7773,51,269.448291
-5037.954,51,269.481506
-5691.8447,132,269.544487
-3546.0522,32,269.561272
-997.7228,26,269.577957
-1884.1067,401,269.594704
-3543.0356,116,269.625849
-5818.414,401,269.771911
-2734.207,70,269.902589
-4452.25,61,269.919438
-4915.107,49,269.919481
3132.9487,401,270.06595
-4797.484,49,270.082186
-3940.5747,37,270.082234
-2653.6606,32,270.115314
-1633.9185,401,270.148298
-2353.8174,65,270.214355
-5157.7456,52,270.280565
-2808.7034,55,270.34666
-4394.452,48,270.363475
-4220.0527,50,270.363516
-3302.85,30,270.413182
-2839.9995,23,270.446618
-3239.8381,28,270.546013
-1879.9823,11,270.546069
-3952.776,38,270.546082
-2199.3403,28,270.57926
-2119.9385,14,270.595945
-2119.58,14,270.645863
-2089.6106,401,270.762276
-5552.62,401,270.861705
-292.33545,401,270.895065
-3768.3672,40,270.945162
-2738.205,54,271.044501
-5719.996,59,271.061384
-7673.797,401,271.111193
-4937.8745,73,271.11124
-2300.1428,401,271.144575
-2085.967,34,271.210798
-2560.0598,88,271.227485
-4185.17,41,271.260937
-3122.8176,43,271.260982
-4199.875,40,271.427331
-4138.845,54,271.444203
-3228.7595,118,271.511005
-9480.23,127,271.527192
-2986.9639,36,271.542515
-3479.9758,31,271.653966
-2415.8882,76,271.704077
-2789.7285,30,271.752394
-4084.9995,42,271.801284
-4676.7593,46,271.818062
-3629.4204,37,271.86818
-4086.4468,40,271.868227
-3434.726,137,271.885032
-3956.7778,37,272.048517
-4919.9424,49,272.331573
-5900.549,62,272.565968
-2084.19,48,272.597738
-3597.79,57,272.700097
-4252.6714,49,272.700159
-2693.6216,61,272.717357
-3712.4353,41,272.734838
-2039.0984,13,272.785977
-4751.314,55,272.786025
2356.1116,401,272.803083
-3902.271,401,272.871103
-2527.308,60,272.871153
-9033.388,401,272.922135
-5767.5747,401,272.972903
-4717.681,130,273.057409
-2839.3027,23,273.091419
-3082.358,27,273.176405
-2641.0466,28,273.210649
60.730263,401,273.210695
-7719.9995,84,273.227876
-5132.4097,130,273.278827
-3258.9312,57,273.295924
-4759.9014,47,273.397825
-1959.9907,12,273.431745
-4039.3745,38,273.448882
-3239.7556,28,273.448922
-6385.61,401,273.499924
-4066.0881,43,273.515855
-1852.2458,41,273.566745
-4839.258,48,273.600443
-4010.1963,41,273.61665
-2039.9944,13,273.730032
-2520.427,28,273.763223
-3212.9355,40,273.763269
-3298.3594,36,273.879025
-2736.5474,44,273.912426
-3886.4702,51,273.912473
-1923.6991,12,273.962703
-1819.238,39,274.04552
-14619.978,174,274.128135
-1875.4109,11,274.144877
-3080.0,26,274.16158
-2733.2427,58,274.178367
-2490.863,19,274.228216
-4439.9624,43,274.327545
-2356.4983,52,274.360873
-1510.5264,8,274.360919
-4884.386,49,274.377932
89.906075,401,274.39464
-3290.9219,40,274.427792
-1877.9427,11,274.510271
